Class,cg-na,cg-npm,Pattern Name,count
io.questdb.griffin.engine.orderby.SortedLightRecordCursor,16,17,State;Decorator,2
io.questdb.griffin.engine.orderby.SortedRecordCursor,12,19,State;Decorator,2
io.questdb.griffin.SqlCodeGenerator,134,62,State;Decorator,12
io.questdb.griffin.engine.table.AsyncFilteredRecordCursorFactory,24,15,State;Decorator,2
io.questdb.griffin.engine.table.LatestByRecordCursorFactory,55,31,State;Decorator,5
io.questdb.griffin.engine.union.AbstractSetRecordCursorFactory,10,6,Decorator;Template Method,2
io.questdb.griffin.engine.union.ExceptRecordCursorFactory,0,2,Decorator;Template Method,2
io.questdb.griffin.engine.union.UnionRecordCursorFactory,0,6,Decorator;Template Method,2
io.questdb.griffin.engine.union.IntersectRecordCursorFactory,0,2,Decorator;Template Method,2
io.questdb.griffin.engine.union.UnionAllRecordCursorFactory,0,4,Decorator;Template Method,2
io.questdb.griffin.engine.functions.SymbolFunction,0,90,Decorator,3
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunction,4,25,Decorator,2
io.questdb.griffin.engine.functions.columns.SymbolColumn,15,32,State;Decorator,3
io.questdb.griffin.engine.functions.bind.CompiledFilterSymbolBindVariable,6,15,State;Decorator,2
io.questdb.griffin.engine.groupby.MapSymbolColumn,18,29,State;Decorator,3
io.questdb.griffin.engine.table.LatestBySubQueryRecordCursorFactory,4,26,State;Decorator,2
io.questdb.cutlass.line.LineChannel,0,8,Decorator;Bridge,2
io.questdb.cutlass.line.tcp.DelegatingTlsChannel,42,8,State;Decorator,2
io.questdb.cairo.sql.PageFrame,0,16,State;Decorator,2
io.questdb.griffin.InsertRowImpl,15,5,State,3
io.questdb.griffin.RecordToRowCopier,0,2,State,2
io.questdb.cutlass.text.SerialCsvFileImporter,64,16,State,4
io.questdb.mp.Worker,45,7,State,3
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromRules,6,4,State,2
io.questdb.griffin.engine.functions.eq.UuidEqUtils,6,4,State,2
io.questdb.griffin.engine.functions.conditional.CaseFunctionPicker,0,19,State,19
io.questdb.cairo.VacuumColumnVersions,30,2,State,2
io.questdb.griffin.DatabaseSnapshotAgent,30,11,State,3
io.questdb.cairo.ColumnPurgeOperator,45,7,State,3
io.questdb.cutlass.text.CopyTask,91,39,State,7
io.questdb.cutlass.pgwire.PGConnectionContext,812,210,State;Proxy,7
io.questdb.jit.CompiledFilterIRSerializer,72,10,State,2
io.questdb.griffin.engine.join.HashJoinRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinFilteredRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashJoinLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinFilteredLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursor,18,10,State,3
io.questdb.griffin.engine.join.AsOfJoinRecordCursorFactory,24,7,State,2
io.questdb.griffin.engine.join.LtJoinRecordCursorFactory,24,7,State,2
io.questdb.griffin.engine.union.UnionRecordCursor,14,8,State,2
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursorFactory,21,18,State,3
io.questdb.griffin.engine.groupby.GroupByRecordCursorFactory,15,6,State,3
io.questdb.griffin.engine.groupby.SampleByInterpolateRecordCursorFactory,24,8,State,2
io.questdb.griffin.engine.groupby.GroupByFunctionsUpdater,0,12,State;Bridge,3
io.questdb.griffin.engine.groupby.CountRecordCursorFactory,10,8,State,2
io.questdb.griffin.engine.groupby.GroupByNotKeyedRecordCursorFactory,24,18,State,3
io.questdb.griffin.engine.groupby.SampleByFillPrevRecordCursor,14,9,State,2
io.questdb.griffin.engine.groupby.SampleByFillValueRecordCursor,16,9,State,2
io.questdb.cutlass.line.tcp.TableUpdateDetails,62,38,State,3
io.questdb.cairo.TableStructure,0,30,State,3
io.questdb.cutlass.line.tcp.LineTcpMeasurementEvent,22,16,State,2
io.questdb.Telemetry,18,10,State,2
io.questdb.Bootstrap,33,27,State,3
io.questdb.TelemetryConfigLogger,16,2,State,2
io.questdb.cutlass.http.processors.QueryCache,10,11,State,2
io.questdb.network.IODispatcher,36,12,State,2
io.questdb.cairo.map.RecordValueSink,0,2,State,2
io.questdb.cairo.TableReaderMetadata,28,28,State,2
io.questdb.cairo.TxnScoreboard,12,18,State,2
io.questdb.cutlass.http.WaitProcessor,30,10,State;Template Method,3
io.questdb.cutlass.line.tcp.LineTcpWriterJob,33,5,State,3
io.questdb.cairo.DynamicTableReaderMetadata,18,24,State,3
io.questdb.cutlass.text.TextLoader,120,143,State;Proxy,5
io.questdb.griffin.FunctionParser,36,18,State,2
io.questdb.std.ObjectPool,10,4,State,2
io.questdb.std.MemoryPages,16,16,State;Proxy,2
io.questdb.cutlass.line.tcp.LineTcpConnectionContext,125,34,State,5
io.questdb.griffin.engine.table.ShowPartitionsRecordCursorFactory,18,4,State,2
io.questdb.cairo.O3CopyJob,2,2,State;Template Method,2
io.questdb.cairo.O3OpenColumnJob,12,8,State;Template Method,2
io.questdb.cairo.O3PartitionJob,2,2,State;Template Method,2
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursor,14,12,State,2
io.questdb.griffin.engine.table.LatestByValuesIndexedFilteredRecordCursor,22,10,State,2
io.questdb.cairo.wal.seq.TableSequencerAPI,16,39,State,2
io.questdb.griffin.engine.groupby.vect.GroupByNotKeyedVectorRecordCursorFactory,18,18,State,3
io.questdb.cairo.vm.MemoryPMARImpl,14,19,State,2
io.questdb.griffin.engine.table.LatestByAllIndexedRecordCursor,28,10,State,2
io.questdb.cutlass.http.processors.JsonQueryProcessor,36,17,State,3
io.questdb.cutlass.http.processors.JsonQueryProcessorConfiguration,0,16,State,2
io.questdb.cutlass.http.processors.TextQueryProcessor,30,15,State,3
io.questdb.cutlass.line.tcp.LineTcpReceiverConfiguration,0,96,State;Bridge,3
io.questdb.cairo.wal.WalMetrics,12,1,State,2
io.questdb.cutlass.http.processors.StaticContentProcessor,18,4,State,2
io.questdb.griffin.engine.groupby.SampleByFirstLastRecordCursorFactory,103,30,State,4
io.questdb.std.ObjectFactory,0,4,State,4
io.questdb.cutlass.line.udp.LineUdpReceiverConfiguration,0,60,State;Bridge,3
io.questdb.std.WeakSelfReturningObjectPool,2,0,State;Template Method,2
io.questdb.metrics.Scrapable,0,2,State;Proxy,2
io.questdb.cairo.sql.ExecutionCircuitBreaker,0,2,State,2
io.questdb.griffin.PlanSink,0,74,State,2
io.questdb.std.WeakClosableObjectPool,2,4,State;Template Method,2
io.questdb.std.WeakMutableObjectPool,2,4,State;Template Method,2
io.questdb.cairo.pool.ReaderPool,6,7,State;Template Method,2
io.questdb.std.NanosecondClock,0,2,State,2
io.questdb.network.IODispatcherWindows,12,2,State;Template Method,2
io.questdb.griffin.engine.functions.date.TimestampFloorFunctions,10,16,Bridge;Template Method,2
io.questdb.griffin.engine.groupby.AbstractNoRecordSampleByCursor,42,16,Bridge,3
io.questdb.cutlass.line.udp.AbstractLineProtoUdpReceiver,44,5,Bridge;Template Method,4
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursorFactory,2,2,Bridge;Template Method,2
io.questdb.cairo.pool.AbstractPool,20,11,Bridge;Template Method,2
io.questdb.std.AbstractLowerCaseCharSequenceHashMap,2,10,Template Method,2
io.questdb.griffin.model.InsertModel,33,63,Proxy,3
io.questdb.std.Mutable,0,23,Proxy,23
io.questdb.griffin.model.CreateTableModel,51,124,Proxy,3
io.questdb.griffin.WhereClauseParser,68,4,Proxy,2
io.questdb.griffin.model.JoinContext,22,4,Proxy,2
io.questdb.cairo.vm.api.MemoryCR,4,9,Proxy,2
io.questdb.cairo.vm.AbstractMemoryCR,20,28,Proxy,2
io.questdb.std.Sinkable,0,2,Proxy,2
