Class,cg-na,cg-npm,Pattern,count
io.questdb.griffin.engine.functions.math.MulLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.BitwiseNotIntFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastShortToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqByteFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.catalogue.CurrentUserFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.table.TableColumnsFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.SecondOfMinuteFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndSymbolFunctionFactory,8,23,Decorator;Factory Method;(Object)Adapter,5
io.questdb.griffin.engine.functions.math.RadiansDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountGeoHashGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLong256ToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.test.TestDataUnavailableFunctionFactory,10,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDoubleToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.AddFloatFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.AddLongToTimestampFunctionFactory,2,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.bool.AllNotEqStrFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastCharToShortFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.LPadStrFunctionFactory,9,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.FloorDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.DivFloatFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.DivDoubleFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastUuidToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastShortToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.str.SplitPartCharFunctionFactory,16,21,Decorator;Factory Method;Template Method;Bridge,5
io.questdb.griffin.engine.functions.groupby.CountSymbolGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bin.Base64FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.BitwiseOrIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.lt.LtTimestampFunctionFactory,2,12,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndBooleanFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastShortToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,2,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.LastGeoHashGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.array.IntArrayDereferenceHackFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastByteToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastByteToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastCharToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastSymbolToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,12,13,Decorator;Factory Method;State,6
io.questdb.griffin.engine.functions.cast.CastTimestampToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.PgGetSITExprFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastShortToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqTimestampFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.NegatingFunctionFactory,6,5,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,2,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.TxIDCurrentFunctionFactory,6,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,3,13,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.groupby.LastFloatGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,27,23,Decorator;Factory Method;State;(Object)Adapter,9
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastDoubleToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,10,24,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.CastStrToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastStrToBinaryFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,3,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.test.TestNPEFactory,4,9,Decorator;Factory Method;Singleton,4
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,15,35,Decorator;Factory Method;State;(Object)Adapter,6
io.questdb.griffin.engine.functions.cast.CastTimestampToIntFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.table.MemoryMetricsFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,24,28,Decorator;Factory Method;State,14
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastTimestampToBooleanFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,4,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.test.TestSumXDoubleGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,6,10,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,6,12,Decorator;Factory Method;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastTimestampToLongFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,6,21,Decorator;Factory Method;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,1,7,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.str.RightFunctionFactory,8,13,Decorator;Factory Method;State,5
io.questdb.griffin.engine.functions.cast.AbstractEntityCastFunctionFactory,0,3,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.metadata.BuildFunctionFactory,3,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,4,14,Decorator;Factory Method;State,7
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToTimestampFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,2,9,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToLong256FunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.cast.CastFloatToStrFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.regex.NotMatchCharFunctionFactory,0,6,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,1,8,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,3,10,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,2,11,Decorator;Factory Method;State,4
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,12,17,Decorator;Factory Method;(Object)Adapter,6
io.questdb.griffin.engine.functions.groupby.LastUuidGroupByFunctionFactory,0,9,Decorator;Factory Method,3
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,6,13,Decorator;Factory Method;State,6
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,4,9,Decorator;Factory Method;(Object)Adapter,4
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,4,8,Decorator;Factory Method;State,4
io.questdb.cairo.sql.Function,0,20961,Factory Method;State;Bridge;(Object)Adapter,411
io.questdb.metrics.MetricsRegistry,0,33,Decorator;Factory Method;(Object)Adapter;Proxy2,5
io.questdb.metrics.NullMetricsRegistry,0,27,Decorator;Factory Method;Proxy2,3
io.questdb.metrics.MetricsRegistryImpl,3,19,Decorator;Factory Method;(Object)Adapter,3
io.questdb.metrics.Counter,0,18,Factory Method;State;(Object)Adapter,6
io.questdb.metrics.CounterWithOneLabel,0,2,Factory Method;State,2
io.questdb.metrics.CounterWithTwoLabels,0,2,Factory Method;State,2
io.questdb.metrics.DoubleGauge,2,2,Factory Method;Singleton,2
io.questdb.metrics.LongGauge,0,35,Factory Method;State;(Object)Adapter,5
io.questdb.network.PeerDisconnectedException,1,0,Singleton,1
io.questdb.network.PeerIsSlowToWriteException,1,0,Singleton,1
io.questdb.network.NoSpaceLeftInResponseBufferException,1,0,Singleton,1
io.questdb.network.EpollFacadeImpl,1,8,Singleton,1
io.questdb.network.ServerDisconnectException,1,0,Singleton,1
io.questdb.network.PeerIsSlowToReadException,1,0,Singleton,1
io.questdb.NullIndexFrameCursor,1,1,Singleton,1
io.questdb.std.NumericException,1,0,Singleton,1
io.questdb.std.StationaryMillisClock,1,1,Singleton,1
io.questdb.std.str.StdoutSink,6,4,Singleton,1
io.questdb.std.datetime.TimeZoneRuleFactory,5,2,Singleton,1
io.questdb.std.datetime.DateLocaleFactory,5,2,Singleton,1
io.questdb.std.ex.BytecodeException,1,0,Singleton,1
io.questdb.std.ex.ZLibException,1,0,Singleton,1
io.questdb.cutlass.line.LineProtoMicroTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoHourTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoNanoTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoException,1,0,Singleton,1
io.questdb.cutlass.line.LineProtoSecondTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.udp.Utf8RepairContinue,1,0,Singleton,1
io.questdb.cutlass.line.udp.LineUdpParserSupport,2,0,State;Singleton,2
io.questdb.cutlass.line.LineProtoMinuteTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoMilliTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.auth.AnonymousAuthenticator,1,6,Singleton,1
io.questdb.cutlass.auth.AuthenticatorException,1,0,Singleton,1
io.questdb.cutlass.text.Utf8Exception,1,0,Singleton,1
io.questdb.cutlass.text.AbstractTextLexer,79,35,Template Method;Singleton;Bridge,4
io.questdb.cutlass.text.types.IntAdapter,1,4,Singleton,1
io.questdb.cutlass.text.types.BooleanAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.ShortAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.DoubleAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.FloatAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.BadDateAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.ByteAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.UuidAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.BadTimestampAdapter,1,4,Singleton,1
io.questdb.cutlass.text.types.CharAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.LongAdapter,1,5,Singleton,1
io.questdb.cutlass.text.types.Long256Adapter,2,3,Singleton,1
io.questdb.cutlass.http.ex.TooFewBytesReceivedException,1,0,Singleton,1
io.questdb.cutlass.http.ex.BufferOverflowException,1,0,Singleton,1
io.questdb.cutlass.http.ex.RetryFailedOperationException,1,0,Singleton,1
io.questdb.cutlass.http.ex.RetryOperationException,1,0,Singleton,1
io.questdb.cutlass.pgwire.AuthenticationException,1,0,Singleton,1
io.questdb.cutlass.pgwire.BadProtocolException,1,0,Singleton,1
io.questdb.mp.OpenBarrier,2,16,Decorator;Singleton,2
io.questdb.mp.AlertedException,1,0,Singleton,1
io.questdb.mp.NullWaitStrategy,1,4,Singleton,1
io.questdb.mp.TimeoutException,1,0,Singleton,1
io.questdb.BuildInformationHolder,6,7,Singleton,1
io.questdb.DefaultFactoryProvider,1,5,Singleton,1
io.questdb.cairo.sql.WriterOutOfDateException,1,0,Singleton,1
io.questdb.cairo.sql.InvalidColumnException,1,0,Singleton,1
io.questdb.cairo.sql.SqlExecutionCircuitBreaker,68,374,State;Singleton;Bridge;(Object)Adapter,34
io.questdb.cairo.pool.ex.PoolClosedException,1,0,Singleton,1
io.questdb.cairo.SymbolValueCountCollector,3,3,State;Singleton;(Object)Adapter,3
io.questdb.cairo.security.AllowAllSecurityContextFactory,1,1,Singleton,1
io.questdb.cairo.security.AllowAllSecurityContext,1,0,Singleton,1
io.questdb.cairo.security.ReadOnlySecurityContext,1,33,Singleton,1
io.questdb.cairo.security.DenyAllSecurityContext,1,2,Singleton,1
io.questdb.cairo.DefaultLifecycleManager,1,1,Singleton,1
io.questdb.cairo.vm.NullMemoryMR,1,33,Singleton,1
io.questdb.cairo.vm.api.NullMemory,1,68,Singleton,1
io.questdb.cairo.IndexFrame,6,4,Singleton;(Object)Adapter,2
io.questdb.cairo.AlterTableContextException,1,0,Singleton,1
io.questdb.cairo.wal.BasicWalInitializerFactory,1,1,Singleton,1
io.questdb.cairo.wal.BasicWalInitializer,1,1,Singleton,1
io.questdb.log.LogFactory,31,24,Decorator;Singleton,2
io.questdb.log.NullLogRecord,1,23,Singleton,1
io.questdb.griffin.EmptyRecordMetadata,1,1,Singleton,1
io.questdb.griffin.AnyRecordMetadata,1,2,Singleton,1
io.questdb.griffin.QueryFutureUpdateListener,2,6,State;Singleton,2
io.questdb.griffin.engine.EmptyTableRecordCursor,2,7,Singleton,1
io.questdb.griffin.engine.EmptyTableNoSizeRecordCursor,2,6,Singleton,1
io.questdb.griffin.engine.table.NoMoreFramesException,1,0,Singleton,1
io.questdb.griffin.engine.functions.constants.LongTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.DoubleTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long128Constant,3,3,Singleton,1
io.questdb.griffin.engine.functions.constants.ByteConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoLongConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.CharTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.FloatTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.ShortTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoShortConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.IntConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoIntConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.ShortConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.TimestampTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.ByteTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.RegProcedureTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.DateTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long256NullConstant,1,2,Singleton,1
io.questdb.griffin.engine.functions.constants.StringArrayTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.BooleanTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.StrTypeConstant,1,4,Singleton,1
io.questdb.griffin.engine.functions.constants.IntTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long256TypeConstant,1,3,Singleton,1
io.questdb.griffin.engine.functions.constants.TimestampConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.SymbolTypeConstant,2,12,Decorator;Singleton,2
io.questdb.griffin.engine.functions.constants.NullConstant,2,39,Singleton,1
io.questdb.griffin.engine.functions.constants.DoubleConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.FloatConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.DateConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.CharConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.RegClassTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.UuidConstant,3,3,Singleton,1
io.questdb.griffin.engine.functions.constants.UuidTypeConstant,1,2,Singleton,1
io.questdb.griffin.engine.functions.constants.NullBinConstant,1,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoByteConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.BinTypeConstant,1,2,Singleton,1
io.questdb.griffin.SqlOptimiser,13,0,Singleton;(Object)Adapter,5
io.questdb.metrics.NullCounter,1,6,Singleton,1
io.questdb.metrics.NullLongGauge,1,6,Singleton,1
io.questdb.std.LongLongHashSet,20,14,Strategy;(Object)Adapter,2
io.questdb.cutlass.http.HttpHeaderParser,32,19,(Object)Adapter,1
io.questdb.std.Uuid,7,16,(Object)Adapter,1
io.questdb.griffin.engine.functions.bind.UuidBindVariable,1,2,(Object)Adapter,1
io.questdb.std.Long256Impl,18,39,(Object)Adapter;Proxy,3
io.questdb.griffin.engine.functions.bind.Long256BindVariable,1,7,(Object)Adapter,1
io.questdb.griffin.engine.functions.groupby.AvgDoubleGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunction,16,46,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunction,16,46,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunction,16,46,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunction,16,46,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunction,16,46,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunction,16,38,Decorator;State;(Object)Adapter,4
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunction,6,19,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionByte,6,31,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionInt,6,31,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionLong,6,31,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionShort,6,31,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunction,6,25,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunction,6,19,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunction,6,22,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunction,15,35,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunction,9,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunction,6,17,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxDoubleGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxFloatGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunction,6,23,Decorator;State;(Object)Adapter,3
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunction,6,20,Decorator;State;(Object)Adapter,3
