Class,Patterns,cg-na,cg-npm
io.questdb.std.AbstractIntHashSet,Template Method,8,5
io.questdb.std.IntObjHashMap,Template Method,1,9
io.questdb.std.CompactIntHashSet,Template Method,1,8
io.questdb.std.IntIntHashMap,Template Method,2,5
io.questdb.std.AbstractLowerCaseCharSequenceHashSet,Template Method,7,9
io.questdb.std.LowerCaseCharSequenceHashSet,Template Method,1,6
io.questdb.std.AbstractCharSequenceHashSet,Template Method,7,9
io.questdb.std.CompactCharSequenceHashSet,Template Method,1,7
io.questdb.std.AbstractLongHashSet,Template Method,8,5
io.questdb.std.LongObjHashMap,Template Method,1,7
io.questdb.std.LongHashSet,Template Method,2,12
io.questdb.std.LongLongHashMap,Template Method,2,4
io.questdb.std.CompactLongHashSet,Template Method,1,7
io.questdb.std.LongIntHashMap,Template Method,2,5
io.questdb.std.datetime.AbstractTimeZoneRules,Template Method,13,0
io.questdb.std.datetime.microtime.TimeZoneRulesMicros,Template Method,0,0
io.questdb.std.datetime.millitime.TimeZoneRulesMillis,Template Method,0,1
io.questdb.cutlass.text.GenericTextLexer,Template Method,1,1
io.questdb.cutlass.text.CsvTextLexer,Template Method,0,0
io.questdb.griffin.engine.groupby.vect.GroupByJob,Template Method,0,0
io.questdb.cairo.O3CallbackJob,Template Method,0,1
io.questdb.cairo.ColumnIndexerJob,Template Method,0,0
io.questdb.cutlass.text.CopyJob,Template Method,9,2
io.questdb.griffin.engine.table.LatestByAllIndexedJob,Template Method,0,0
io.questdb.mp.SynchronizedJob,Template Method,2,0
io.questdb.cairo.pool.MetadataPool,Template Method,1,0
io.questdb.griffin.engine.groupby.AbstractSampleByRecordCursorFactory,Template Method,2,3
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursorFactory,Template Method,1,3
io.questdb.griffin.engine.groupby.AbstractSampleByFillRecordCursorFactory,Template Method,3,1
io.questdb.griffin.engine.groupby.AbstractSampleByNotKeyedRecordCursorFactory,Template Method,0,1
io.questdb.griffin.engine.table.AbstractDescendingRecordListCursor,Template Method,5,5
io.questdb.griffin.engine.table.LatestByValuesRecordCursor,Template Method,5,2
io.questdb.griffin.engine.functions.regex.ILikeStrFunctionFactory,Template Method,0,1
io.questdb.griffin.engine.functions.regex.LikeStrFunctionFactory,Template Method,0,1
io.questdb.test.cutlass.line.tcp.AbstractLineTcpReceiverFuzzTest,Template Method,0,0
io.questdb.test.cairo.TestFilesFacade,Template Method,0,0
io.questdb.griffin.model.InsertModel,Proxy,33,63
io.questdb.std.Mutable,Proxy,0,23
io.questdb.griffin.model.CreateTableModel,Proxy,51,124
io.questdb.griffin.model.AnalyticColumn,Proxy,4,5
io.questdb.griffin.WhereClauseParser,Proxy,68,4
io.questdb.griffin.model.JoinContext,Proxy,22,4
io.questdb.cairo.vm.api.MemoryCR,Proxy,4,9
io.questdb.cairo.vm.AbstractMemoryCR,Proxy,20,28
io.questdb.cutlass.http.processors.TextImportProcessorState,Proxy,14,2
io.questdb.cairo.pool.WriterSource,Proxy,0,2
io.questdb.griffin.engine.groupby.DistinctKeyRecordCursorFactory,Proxy,2,3
io.questdb.griffin.engine.functions.constants.Long256Constant,Proxy,1,5
io.questdb.std.Long256,Proxy,1,4
io.questdb.cairo.TableDescriptor,Proxy,0,4
io.questdb.std.Sinkable,Proxy,0,2
