Class,Patterns,cg-na,cg-npm
io.questdb.griffin.engine.functions.cast.CastShortToStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastShortToStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,State,2,11
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,Factory Method,2,11
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,Decorator,2,11
io.questdb.griffin.engine.functions.groupby.LastGeoHashGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastGeoHashGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastFloatToTimestampFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastFloatToTimestampFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.array.IntArrayDereferenceHackFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.array.IntArrayDereferenceHackFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.cast.CastByteToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastByteToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastByteToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastByteToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastCharToBooleanFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastCharToBooleanFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToTimestampFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToTimestampFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,State,12,13
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,Factory Method,12,13
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,Decorator,12,13
io.questdb.griffin.engine.functions.cast.CastTimestampToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.catalogue.PgGetSITExprFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.catalogue.PgGetSITExprFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,State,4,8
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,Factory Method,4,8
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,Decorator,4,8
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,State,4,8
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,Factory Method,4,8
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,Decorator,4,8
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.cast.CastShortToTimestampFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastShortToTimestampFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastLongToBooleanFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastLongToBooleanFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastStrToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastStrToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.eq.EqTimestampFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.eq.EqTimestampFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,(Object)Adapter,4,9
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,Decorator,4,9
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,(Object)Adapter,4,9
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,Decorator,4,9
io.questdb.griffin.engine.functions.NegatingFunctionFactory,Factory Method,6,5
io.questdb.griffin.engine.functions.NegatingFunctionFactory,Decorator,6,5
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,State,2,8
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,Factory Method,2,8
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,Decorator,2,8
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.catalogue.TxIDCurrentFunctionFactory,Factory Method,6,9
io.questdb.griffin.engine.functions.catalogue.TxIDCurrentFunctionFactory,Decorator,6,9
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastBooleanToIntFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToIntFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,State,3,13
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,Factory Method,3,13
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,Decorator,3,13
io.questdb.griffin.engine.functions.groupby.LastFloatGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastFloatGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,State,27,23
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,(Object)Adapter,27,23
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,Factory Method,27,23
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,Decorator,27,23
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastDoubleToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,State,10,24
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,Factory Method,10,24
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,Decorator,10,24
io.questdb.griffin.engine.functions.cast.CastStrToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastStrToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastStrToBinaryFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastStrToBinaryFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,State,3,9
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,Factory Method,3,9
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,Decorator,3,9
io.questdb.griffin.engine.functions.test.TestNPEFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.test.TestNPEFactory,Decorator,4,9
io.questdb.griffin.engine.functions.test.TestNPEFactory,Singleton,4,9
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,State,15,35
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,(Object)Adapter,15,35
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,Factory Method,15,35
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,Decorator,15,35
io.questdb.griffin.engine.functions.cast.CastTimestampToIntFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToIntFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.table.MemoryMetricsFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.table.MemoryMetricsFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,State,24,28
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,Factory Method,24,28
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,Decorator,24,28
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,State,4,8
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,Factory Method,4,8
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,Decorator,4,8
io.questdb.griffin.engine.functions.cast.CastTimestampToBooleanFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToBooleanFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,State,4,11
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,Factory Method,4,11
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,Decorator,4,11
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.test.TestSumXDoubleGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.test.TestSumXDoubleGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,(Object)Adapter,6,10
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,Factory Method,6,10
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,Decorator,6,10
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,(Object)Adapter,6,12
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,Factory Method,6,12
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,Decorator,6,12
io.questdb.griffin.engine.functions.cast.CastTimestampToLongFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToLongFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,(Object)Adapter,6,21
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,Factory Method,6,21
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,Decorator,6,21
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,State,1,7
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,Factory Method,1,7
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,Decorator,1,7
io.questdb.griffin.engine.functions.str.RightFunctionFactory,State,8,13
io.questdb.griffin.engine.functions.str.RightFunctionFactory,Factory Method,8,13
io.questdb.griffin.engine.functions.str.RightFunctionFactory,Decorator,8,13
io.questdb.griffin.engine.functions.cast.AbstractEntityCastFunctionFactory,Factory Method,0,3
io.questdb.griffin.engine.functions.cast.AbstractEntityCastFunctionFactory,Decorator,0,3
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.metadata.BuildFunctionFactory,Factory Method,3,9
io.questdb.griffin.engine.functions.metadata.BuildFunctionFactory,Decorator,3,9
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,State,4,14
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,Factory Method,4,14
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,Decorator,4,14
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastBooleanToTimestampFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToTimestampFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,State,2,9
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,Factory Method,2,9
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,Decorator,2,9
io.questdb.griffin.engine.functions.cast.CastFloatToLong256FunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastFloatToLong256FunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.cast.CastFloatToStrFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.cast.CastFloatToStrFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.regex.NotMatchCharFunctionFactory,Factory Method,0,6
io.questdb.griffin.engine.functions.regex.NotMatchCharFunctionFactory,Decorator,0,6
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,State,1,8
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,Factory Method,1,8
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,Decorator,1,8
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,State,3,10
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,Factory Method,3,10
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,Decorator,3,10
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,State,2,11
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,Factory Method,2,11
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,Decorator,2,11
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,(Object)Adapter,12,17
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,Factory Method,12,17
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,Decorator,12,17
io.questdb.griffin.engine.functions.groupby.LastUuidGroupByFunctionFactory,Factory Method,0,9
io.questdb.griffin.engine.functions.groupby.LastUuidGroupByFunctionFactory,Decorator,0,9
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,State,6,13
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,Factory Method,6,13
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,Decorator,6,13
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,(Object)Adapter,4,9
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,Factory Method,4,9
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,Decorator,4,9
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,State,4,8
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,Factory Method,4,8
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,Decorator,4,8
io.questdb.cairo.sql.Function,(Object)Adapter,0,20961
io.questdb.cairo.sql.Function,Factory Method,0,20961
io.questdb.cairo.sql.Function,State,0,20961
io.questdb.cairo.sql.Function,Bridge,0,20961
io.questdb.metrics.MetricsRegistry,Proxy2,0,33
io.questdb.metrics.MetricsRegistry,(Object)Adapter,0,33
io.questdb.metrics.MetricsRegistry,Factory Method,0,33
io.questdb.metrics.MetricsRegistry,Decorator,0,33
io.questdb.metrics.NullMetricsRegistry,Proxy2,0,27
io.questdb.metrics.NullMetricsRegistry,Factory Method,0,27
io.questdb.metrics.NullMetricsRegistry,Decorator,0,27
io.questdb.metrics.MetricsRegistryImpl,(Object)Adapter,3,19
io.questdb.metrics.MetricsRegistryImpl,Factory Method,3,19
io.questdb.metrics.MetricsRegistryImpl,Decorator,3,19
io.questdb.metrics.Counter,(Object)Adapter,0,18
io.questdb.metrics.Counter,Factory Method,0,18
io.questdb.metrics.Counter,State,0,18
io.questdb.metrics.CounterWithOneLabel,Factory Method,0,2
io.questdb.metrics.CounterWithOneLabel,State,0,2
io.questdb.metrics.CounterWithTwoLabels,Factory Method,0,2
io.questdb.metrics.CounterWithTwoLabels,State,0,2
io.questdb.metrics.DoubleGauge,Factory Method,2,2
io.questdb.metrics.DoubleGauge,Singleton,2,2
io.questdb.metrics.LongGauge,(Object)Adapter,0,35
io.questdb.metrics.LongGauge,Factory Method,0,35
io.questdb.metrics.LongGauge,State,0,35
io.questdb.network.PeerDisconnectedException,Singleton,1,0
io.questdb.network.PeerIsSlowToWriteException,Singleton,1,0
io.questdb.network.NoSpaceLeftInResponseBufferException,Singleton,1,0
io.questdb.network.EpollFacadeImpl,Singleton,1,8
io.questdb.network.ServerDisconnectException,Singleton,1,0
io.questdb.network.PeerIsSlowToReadException,Singleton,1,0
io.questdb.NullIndexFrameCursor,Singleton,1,1
io.questdb.std.NumericException,Singleton,1,0
io.questdb.std.StationaryMillisClock,Singleton,1,1
io.questdb.std.str.StdoutSink,Singleton,6,4
io.questdb.std.datetime.TimeZoneRuleFactory,Singleton,5,2
io.questdb.std.datetime.DateLocaleFactory,Singleton,5,2
io.questdb.std.ex.BytecodeException,Singleton,1,0
io.questdb.std.ex.ZLibException,Singleton,1,0
io.questdb.cutlass.line.LineProtoMicroTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoHourTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoNanoTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoException,Singleton,1,0
io.questdb.cutlass.line.LineProtoSecondTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.udp.Utf8RepairContinue,Singleton,1,0
io.questdb.cutlass.line.udp.LineUdpParserSupport,State,2,0
io.questdb.cutlass.line.udp.LineUdpParserSupport,Singleton,2,0
io.questdb.cutlass.line.LineProtoMinuteTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoMilliTimestampAdapter,Singleton,1,2
io.questdb.cutlass.auth.AnonymousAuthenticator,Singleton,1,6
io.questdb.cutlass.auth.AuthenticatorException,Singleton,1,0
io.questdb.cutlass.text.Utf8Exception,Singleton,1,0
io.questdb.cutlass.text.AbstractTextLexer,Template Method,79,35
io.questdb.cutlass.text.AbstractTextLexer,Singleton,79,35
io.questdb.cutlass.text.AbstractTextLexer,Bridge,79,35
io.questdb.cutlass.text.types.IntAdapter,Singleton,1,4
io.questdb.cutlass.text.types.BooleanAdapter,Singleton,1,3
io.questdb.cutlass.text.types.ShortAdapter,Singleton,1,3
io.questdb.cutlass.text.types.DoubleAdapter,Singleton,1,3
io.questdb.cutlass.text.types.FloatAdapter,Singleton,1,3
io.questdb.cutlass.text.types.BadDateAdapter,Singleton,1,3
io.questdb.cutlass.text.types.ByteAdapter,Singleton,1,3
io.questdb.cutlass.text.types.UuidAdapter,Singleton,1,3
io.questdb.cutlass.text.types.BadTimestampAdapter,Singleton,1,4
io.questdb.cutlass.text.types.CharAdapter,Singleton,1,3
io.questdb.cutlass.text.types.LongAdapter,Singleton,1,5
